from_node,to_node
ALTATECH SEMICONDUCTOR,S.O.I. TEC SILICON ON INSULATOR TECHNOLOGIES
"Freeescale Semiconductor, Inc.",STMicroelectronics (Crolles 2) SAS
SONY GROUP CORPORATION,"SUMITOMO HEAVY INDUSTRIES, LTD."
"Sumitomo Electric Industries, Ltd.",TODA KOGYO CORP.
GWANGJU INSTITUTE OF SCIENCE AND TECHNOLOGY,"SAMSUNG ELECTRONICS CO., LTD."
HADASIT MEDICAL RESEARCH SERVICES AND DEVELOPMENT LTD.,YISSUM RESEARCH DEVELOPMENT COMPANY OF THE HEBREW UNIVERSITY OF JERUSALEM LTD.
ADC GmbH,Berthold Sichert GmbH
Advanced Connectek (Japan) Ltd.,Advanced Connectek Inc.
"AMARANTE TECHNOLOGIES, INC.",Saian Corporation
FUJIFILM Corporation,"Fujifilm Imaging Colorants, Inc."
China University of Petroleum—Beijing,PetroChina Company Limited
The United States of America as represented by the Secretary of the Army,University of Massachusetts
AIRBUS,Otkrytoe Aktsionernoe Obschestvo “Kazansky Nauchno-Isledovatelsky Institut Aviatsionnoi Tekhnologii”
STMicroelectronics (Crolles 2) SAS,STMicroelectronics SA
"DIRECT ELECTRON, LP",The Regents of the University of California
"Shiroki Kogyo Co., Ltd.","TACHIBANA ELETECH CO., LTD."
Renesas Technology Corporation,SEIKO EPSON CORPORATION
"Elmo Co., Ltd.",Times Corporation Ltd.
Glenn Research Center,OHIO AEROSPACE INSTITUTE
Glenn Research Center,Rochester Institute of Technology
OHIO AEROSPACE INSTITUTE,Rochester Institute of Technology
CHIBA INSTITUTE OF TECHNOLOGY,Leading Edge Design Corp.
Fumie Sato,"TAISHO PHARMACEUTICAL CO., LTD."
Targeted Genetics Corporation,University of Iowa Research Foundation
BF New Technologies GmbH,Shaft-Form-Engineering GmbH
Massey University,The New Zealand Meat Board
Massey University,Wool Production Technologies Ltd.
The New Zealand Meat Board,Wool Production Technologies Ltd.
INSERM (INSTITUT NATIONAL DE LA SANTÉ ET DE LA RECHERCHE MÉDICALE),INSTITUT PASTEUR DE LILLE
INSERM (INSTITUT NATIONAL DE LA SANTÉ ET DE LA RECHERCHE MÉDICALE),UNIVERSITE DE DROIT ET DE LA SANTE DE LILLE 2
INSERM (INSTITUT NATIONAL DE LA SANTÉ ET DE LA RECHERCHE MÉDICALE),UNIVERSITÉ LIBRE DE BRUXELLES
INSTITUT PASTEUR DE LILLE,UNIVERSITE DE DROIT ET DE LA SANTE DE LILLE 2
INSTITUT PASTEUR DE LILLE,UNIVERSITÉ LIBRE DE BRUXELLES
UNIVERSITE DE DROIT ET DE LA SANTE DE LILLE 2,UNIVERSITÉ LIBRE DE BRUXELLES
FUJIKIN INCORPORATED,NATIONAL CEREBRAL AND CARDIOVASCULAR CENTER
"OSI Pharmaceuticals, LLC",PFIZER INC.
DNP,RHEA
BLOOMBERG L.P.,Global Execution Technologies Ltd.
"Ethicon Endo-Surgery, Inc.","Microvision, Inc."
Chrysler Group LLC,WOCO Industrietechnik GmbH
Surgi-Vision Inc.,THE JOHNS HOPKINS UNIVERSITY
"NISSAN CHEMICAL INDUSTRIES, LTD.",YAMAGUCHI UNIVERSITY
Forschungszentrum Karlsruhe GmbH,SÜDZUCKER AG
Cook Ireland Limited,Vance Products Inc.
SHARP KABUSHIKI KAISHA,Tomoegawa Corporation
Industrial Research Limited,SOUTHWEST SCIENTIFIC EDITING &CONSULTING L.L.C.
MITSUBISHI MATERIALS CORPORATION,"The Kansai Electric Power Co., Inc."
"LMK Enterprises, Inc.",O'Sullivan Trenchless Installation Services
ALCON INC.,UNIVERSITY OF NORTH TEXAS HEALTH SCIENCE CENTER
ARES TRADING S.A.,Mayo Foundation for Medical Education and Research
ARES TRADING S.A.,ZYMOGENETICS INC.
Mayo Foundation for Medical Education and Research,ZYMOGENETICS INC.
Cook Regentec LLC,"SABIN, LLC"
JUSTUS-LIEBIG-UNIVERSITAET GIESSEN,Rheinische Friedrich-Wilhems-Universitaet Bonn
JUSTUS-LIEBIG-UNIVERSITAET GIESSEN,UNIVERSITAET ZU KOELN
Rheinische Friedrich-Wilhems-Universitaet Bonn,UNIVERSITAET ZU KOELN
BOEHRINGER INGELHEIM RCV GMBH & CO KG,Sandoz AG
Chi Mei El Corporation,Himax Technologies Limited
RIKEN,"S.I Seiko Co., Ltd."
"CIS Teck, LLC",S & T Daewoo Co. Ltd.
"KURARAY CO., LTD.","POLA CHEMICAL INDUSTRIES, INC."
Danisco US Inc.,Dow Corning Corporation
"Calibrant Biosystems, Inc.",University of Maryland
CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE,Universite Pierre Et Marie Curie (Paris 6)
"DAI NIPPON TORYO CO., LTD.",MITSUBISHI MATERIALS CORPORATION
Carl Zeiss Jena GmbH,European Molecular Biology Laboratory
"PHARMACOPEIA, LLC",SCHERING CORPORATION
Agie Charmilles SA,Charmilles Technologies S.A.
"DAICEL CHEMICAL INDUSTRIES, LTD.",Hokoku Corporation
"Magellan Systems Japan, Inc.",Mitsubishi Electric Corporation
"Beth Israel Deaconess Medical Center, Inc.",RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK
"SUMITOMO CHEMICAL COMPANY, LIMITED",Tokyo Institute of Technology
"Aisin Cosmos R&D Co., Ltd.",Kazusa DNA Research Institute
"Aisin Cosmos R&D Co., Ltd.",RIKEN
Kazusa DNA Research Institute,RIKEN
Novozymes A/S,"Novozymes, Inc."
MedImmune Limited,Medical Research Council
E.I. DU PONT DE NEMOURS AND COMPANY,Pioneer Hi-Bred Int'l Inc.
Pioneer Hi-Bred Int'l Inc.,Verdia Inc.
MUSC Foundation for Research Development,The Penn State Research Foundation
"Cambridge Polymer Group, Inc.",The General Hospital Corporation
"OTSUKA CHEMICAL CO., LTD.",TOYOTA JIDOSHA KABUSHIKI KAISHA
IMEC,"SAMSUNG ELECTRONICS CO., LTD."
INTERUNIVERSITAIR MICRO-ELECTRONICA CENTRUM VZW,Katholieke Universiteit Leuven
INTERUNIVERSITAIR MICRO-ELECTRONICA CENTRUM VZW,University of Patras
Katholieke Universiteit Leuven,University of Patras
SONY GROUP CORPORATION,"Sumitomo Electric Industries, Ltd."
"Hitachi Yonezawa Electronics Co., Ltd",RENESAS ELECTRONICS CORPORATION
THE UNIVERSITY OF CHICAGO,University of Washington
"Etani Electronics Co., Ltd.",TOA CORPORATION
"Halliburton Energy Services, Inc.",William Marsh Rice University
BIOMOTIF AB,Hans Jornvall
BIOMOTIF AB,"PerkinElmer Health Sciences, Inc."
Hans Jornvall,"PerkinElmer Health Sciences, Inc."
"SABIN, LLC",Vance Products Inc.
ELECTRIC AND TELECOMMUNICATIONS RESEARCH INSTITUTE,"Hanare Telecom, Inc."
"Hanare Telecom, Inc.",KT CORPORATION
"Hanare Telecom, Inc.","SAMSUNG ELECTRONICS CO., LTD."
"Hanare Telecom, Inc.","SK Telecom Co., Ltd."
NATIONAL INSTITUTE OF INFORMATION AND COMMUNICATIO,"SUMITOMO OSAKA CEMENT CO., LTD."
NATIONAL INSTITUTE OF INFORMATION AND COMMUNICATIO,The Regents of the University of California
"SUMITOMO OSAKA CEMENT CO., LTD.",The Regents of the University of California
PROTON WORLD INTERNATIONAL N.V.,STMicroelectronics SA
HAYASHI TELEMPU CORPORATION,INOAC CORPORATION
HAYASHI TELEMPU CORPORATION,"Nissan Motor Co., Ltd."
INOAC CORPORATION,"Nissan Motor Co., Ltd."
Kabushiki Kaisha Toshiba,SONY COMPUTER ENTERTAINMENT INC.
Genzyne Corporation,THE JOHNS HOPKINS UNIVERSITY
Genzyne Corporation,The U.S.A. as represented by the Secretary of the HHS
THE JOHNS HOPKINS UNIVERSITY,The U.S.A. as represented by the Secretary of the HHS
"CLARIAN HEALTH PARTNERS, INC.",THE REGENTS OF THE UNIVERSITY OF MICHIGAN
Purdue Research Foundation,THE REGENTS OF THE UNIVERSITY OF MICHIGAN
Axalto S.A.,STMicroelectronics SA
"Golden Sun News Techniques Co., Ltd.","Xigmatek Co., Ltd."
Verizon Business Global LLC,Verizon Communications Inc.
Verizon Business Global LLC,Verizon Services Corp.
Verizon Communications Inc.,Verizon Services Corp.
Mitsubishi Electric Corporation,"SANYO CHEMICAL INDUSTRIES, LTD."
AVIVA BIOSCIENCES CORPORATION,CAPTIALBIO Corporation
AVIVA BIOSCIENCES CORPORATION,TSINGHUA UNIVERSITY
CAPTIALBIO Corporation,TSINGHUA UNIVERSITY
Siemens Healthcare Diagnostics Inc.,Stratec Biomedical Systems AG
KOREA ELECTRIC POWER CORPORATION,"LS INDUSTRIAL SYSTEMS CO., LTD."
"FUJI ELECTRIC CO., LTD.",NATIONAL UNIVERSITY ORPORATION TOKYO UNIVERSITY OF AGRICULTURE AND TECHNOLOGY
INSTITUT PASTEUR DE LILLE,Unstitut National de la Sante et de la Rechereche Medicale
Advanced Telecommunications Research Institute International,KENWOOD LIMITED
3M INNOVATIVE PROPERTIES COMPANY,NIPPON TELEGRAPH AND TELEPHONE CORPORATION
"RIGAKU INNOVATIVE TECHNOLOGIES, INC.",Rigaku Industrial Corporation
ASML NETHERLANDS B.V.,KONINKLIJKE PHILIPS ELECTRONICS NV
"AIRPOINT CO., LTD.",KT CORPORATION
General Electric Company,Purdue Research Foundation
General Electric Company,University of Notre Dame du Lac
Purdue Research Foundation,University of Notre Dame du Lac
DENSO CORPORATION,TOYO DENSO KABUSHIKI KAISHA
Ford Motor Company,"JPMORGAN CHASE BANK, N.A."
Brainlab AG,DEUTSCHES ZENTRUM FÜR LUFT—UND RAUMFAHRT E.V.
AIR LIQUIDE,"Sud Chemie, Inc."
YAMAHA HATSUDOKI KABUSHIKI KAISHA,"YAMAHA MOTOR ELECTRONICS CO., LTD."
"HONDA MOTOR CO., LTD.",The Board of Trustees of the Leland Stanford Junior
"HON HAI PRECISION INDUSTRY CO., LTD.","HONG FU JIN PRECISION INDUSTRY CO., LTD."
ASTELLAS PHARMA INC.,Juridical Foundation the Chemo-Sero-Therapeutic Research Institute
"Manhattan Bridge Capital, Inc.","Ocean-7 Development, Inc."
ACADEMIA SINICA,National Taiwan Normal University
ACADEMIA SINICA,National Taiwan University
National Taiwan Normal University,National Taiwan University
Kabuhsiki Kaisha Toyota Chuo Jenjyusho,TOYOTA JIDOSHA KABUSHIKI KAISHA
Forschungszentrum Jülich GmbH,Sony Deutschland GmbH
Chih-Liang Wang,"GlacialTech, Inc."
"Imaging Systems Technology, Inc.",PPD Systems
Purdue Research Foundation,"SAMSUNG ELECTRONICS CO., LTD."
OBARA CORPORATION,"SUMITOMO LIGHT METAL INDUSTRIES, LTD."
EBARA CORPORATION,Shimadzu Corporation
Massachusetts Institute of Technology,The Regents of the University of California
FUJIFILM Corporation,"Kyowa Hakko Kinn Co., Ltd."
Palo Alto Research Center Incorporated,THE SCRIPPS RESEARCH INSTITUTE
"AT&T SERVICES, INC.",Pacific Telesis Shared Services
"AT&T SERVICES, INC.","Southwestern Bell Communications Services, Inc."
Pacific Telesis Shared Services,"Southwestern Bell Communications Services, Inc."
ADVANTEST CORPORATION,Tyco Electronics Japan G.K.
Nobukatsu Nishida,"Sagawa Printing Co., Ltd."
Bel-Art Products,"St. Jude Children's Research Hospital, Inc."
SEIKO EPSON CORPORATION,"YOUTEC CO., LTD."
"Hitachi Tohbu Semiconductor, Ltd.",RENESAS ELECTRONICS CORPORATION
Seattle Biomedical Research Institute,The United States of America as represented by the Secretary of the Army
GMJ Corporation,Yugenkaisha T&K Corporation
"Ajinomoto Co., Inc.",Sanofi-Aventis Deutschland GMBH
Massachusetts Institute of Technology,The Board of Trustees of the Leland Stanford Junior University
"DANA-FARBER CANCER INSTITUTE, INC.",The Board of Regents of the University of Texas System
NIKON CORPORATION,NIKON TECHNOLOGIES INC.
"Nissan Motor Co., Ltd.",THE UNIVERSITY OF TOKYO
Massachusetts Institute of Technology,UNIVERSAL DISPLAY CORPORATION
RIKEN,SEIKAGAKU CORPORATION
"HITACHI, LTD.","Hitachi Information & Control Solutions, Ltd."
Mitsubishi Electric Corporation,"Nippon Yusoki Co., Ltd."
TOYO ENGINEERING CORPORATION,Water Re-Use Promotion Center
EUROVIA,"Innophos, LLC"
Canon Kabushiki Kaisha,Tokyo Institute of Technology
PRINCO CORP.,Princo America Corp.
Research Association of Refinery Integration for Group Operation,Showa Shell Sekiyu K.K.
Research Association of Refinery Integration for Group Operation,TONENGENERAL SEKIYU K.K.
Showa Shell Sekiyu K.K.,TONENGENERAL SEKIYU K.K.
K.U. Leuven Research & Development,UNIVERSITEIT GENT
AQUASYSTEMS INTERNATIONAL N.V.,OTV SA
Delavan Inc.,Rosemount Aerospace Inc.
"Pantech&Curitel Communications, Inc.",Secubay Corp.
"FOXSEMICON INTEGRATED TECHNOLOGY, INC.",TENCENT TECHNOLOGY (SHENZHEN) COMPANY LIMITED
"HON HAI PRECISION INDUSTRY CO., LTD.","HONG FU JIN PRECISION (ShenZhen) CO., LTD."
"HONDA MOTOR CO., LTD.",Shishiai-Kabushikigaisha
Fukui Prefecture Government,"Mitsuya Co., Ltd."
Intel Corporation,Massachusetts Institute of Technology
Synageva BioPharma Corp.,"University of Georgia Research Foundation, Inc."
"INBIOS INTERNATIONAL, INC.",INFECTIOUS DISEASE RESEARCH INSTITUTE
CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE,UNIVERSITE DE PARIS XI PARIS SUD
Mayo Foundation for Medical Education and Research,"Medtronic, Inc."
E.I. DU PONT DE NEMOURS AND COMPANY,"NIHON YAMAMURA GLASS CO., LTD."
Janssen Alzheimer Immunotherapy,The Regents of the University of California
THE REGENTS OF THE UNIVERSITY OF MICHIGAN,"TOYOTA MOTOR ENGINEERING & MANUFACTURING NORTH AMERICA, INC."
ATS Automation Tooling Systems Inc.,"Abbott Cardiovascular Systems, Inc."
Bristol-Myers Squibb Company,The General Hospital Corporation
"EAGLE INDUSTRY CO., LTD.",KOBE STEEL LTD.
The Penn State Research Foundation,"The United States of America, as represented by the Department of Health and Human Services"
University of Pittsburgh of the Commonwealth System of Higher Education Yale University,Yale University
"Cornell Research Foundation, Inc.",Navel Research Laboratory
"DOWA METALS & MINING CO., LTD.","Kosaka Smelting & Refining Co., Ltd."
"DOWA METALS & MINING CO., LTD.","NIPPON PGM CO., LTD."
"DOWA METALS & MINING CO., LTD.",TANAKA KIKINZOKU KOGYO K.K.
"Kosaka Smelting & Refining Co., Ltd.","NIPPON PGM CO., LTD."
"Kosaka Smelting & Refining Co., Ltd.",TANAKA KIKINZOKU KOGYO K.K.
"NIPPON PGM CO., LTD.",TANAKA KIKINZOKU KOGYO K.K.
Daido Tokushuko Kabushiki Kaisha,Tokyo Institute of Technology
"ABB T&D Technology, Ltd.",ABB TECHNOLOGY AG
UNIVERSITAET BIELEFELD,Universitat Kassel
Isis Innovation Limited,Max-Planck-Gesellschaft zur Föderung der Wissenschaften e.V.
Korea National Housing Corporation,"Myong HWA Engineering Co., Ltd."
Korea National Housing Corporation,SH Corporation
Korea National Housing Corporation,"Sen Structural Engineers Co., Ltd."
"Myong HWA Engineering Co., Ltd.",SH Corporation
"Myong HWA Engineering Co., Ltd.","Sen Structural Engineers Co., Ltd."
SH Corporation,"Sen Structural Engineers Co., Ltd."
"DAINICHISEIKA COLOR & CHEMICALS MFG. CO., LTD.","Inter Energy Co., Ltd."
"DAINICHISEIKA COLOR & CHEMICALS MFG. CO., LTD.",National Institute of Advanced Industrial Science and Technology
"DAINICHISEIKA COLOR & CHEMICALS MFG. CO., LTD.","Spacecreation Co., Ltd."
"Inter Energy Co., Ltd.",National Institute of Advanced Industrial Science and Technology
"Inter Energy Co., Ltd.","Spacecreation Co., Ltd."
National Institute of Advanced Industrial Science and Technology,"Spacecreation Co., Ltd."
"Roche Diagnostics Operations, Inc.",Roche Operations Ltd.
International Business Machines Corporation,TOKYO ELECTRON LIMITED
"KOWA COMPANY, LTD.",WASEDA UNIVERSITY
Arizona Board of Regents on Behalf of the University of Arizona,The Translational Genomics Research Institute
"JAPAN AVIATION ELECTRONICS INDUSTRY, LIMITED",TOYOTA JIDOSHA KABUSHIKI KAISHA
NATIONAL INSTITUTES OF HEALTH (NIH),The United States of America as represented by NIH Division of Extramural Inventions and Technology Resources (DEITR)
NATIONAL INSTITUTES OF HEALTH (NIH),"The United States of America, as represented by the Department of Health and Human Services"
The United States of America as represented by NIH Division of Extramural Inventions and Technology Resources (DEITR),"The United States of America, as represented by the Department of Health and Human Services"
Regents of the University of Minnesota,THE REGENTS OF THE UNIVERSITY OF MICHIGAN
"HITACHI CABLE, LTD.",NEC CORPORATION
AMCOL INTERNATIONAL CORPORATION,PolyOne Corporation
Hamamatsu Foundation for Science and Technology Promotion,OLYMPUS CORPORATION
Kabushiki Kaisha Toshiba,NOK CORPORATION
"DUPONT TEIJIN ADVANCED PAPERS (JAPAN), LTD.",E.I. DU PONT DE NEMOURS AND COMPANY
"DUPONT TEIJIN ADVANCED PAPERS (JAPAN), LTD.",NITTO SHINKO CORPORATION
E.I. DU PONT DE NEMOURS AND COMPANY,NITTO SHINKO CORPORATION
COMMISSARIAT A L'ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES,"bioMérieux, S.A."
Kabushiki Kaisha Toshiba,"Toshiba Electron Tubes & Devices Co., Ltd."
AIRBUS (S.A.S.),AIRBUS DEUTSCHLAND GMBH
Anwell Precision Technology (HK) Limited,Dongguan Anwell Digital Machinery Ltd.
MITSUBISHI PAPER MILLS LIMITED,"SHINKO ELECTRIC INDUSTRIES CO., LTD."
"OTSUKA CHEMICAL CO., LTD.","Taiho Pharmaceutical Co., Ltd."
Boston Brace,Children's Hospital Boston
Kabushiki Kaisha Toshiba,MEMORY-TECH HOLDINGS INC.
"The United States of America, as represented by the Department of Health and Human Services",Yale University
FUJITSU MICROELECTRONICS LIMITED,The Foundation for the Promotion of Industrial Science
"FURUKAWA ELECTRIC CO., LTD.",Japan Science and Technology Agency
NEC CORPORATION,"NEC Computertechno, Ltd."
INHA-INDUSTRY PARTNERSHIP INSTITUTE,"SAMSUNG ELECTRONICS CO., LTD."
"HITACHI MEDIA ELECTRONICS CO., LTD.","HITACHI, LTD."
Renesas Technology Corporation,"TOPPAN PRINTING CO., LTD."
DENSO CORPORATION,"DENSO International America, Inc."
Carl Zeiss AG,Carl Zeiss Sports Optics GmbH
Chartered Semiconductor Manufacturing LTD,Infineon Technologies AG
Robert Bosch GmbH,"VOLKSWAGEN OF AMERICA, INC."
HITACHI ZOSEN CORPORATION,"TOHOKU ELECTRIC POWER COMPANY, INC."
CHEMETALL GMBH,"NIPPON PAINT HOLDINGS CO., LTD."
"FUJI XEROX CO., LTD.","TOUDAI TLO, Ltd."
"FUJI XEROX CO., LTD.",FUJIFILM Corporation
"FuelCell Energy, Inc.",MTU CFC Solutions GmbH
General Electric Company,Uniformed Services University of the Health Sciences
General Electric Company,United States of America Department of Defense
Uniformed Services University of the Health Sciences,United States of America Department of Defense
A. RAYMOND ET CIE,Behr France Hambach S.A.R.L.
Astech Projects Limited,Boehringer Ingelheim International GmbH
Astech Projects Limited,Glass Incorporated
Boehringer Ingelheim International GmbH,Glass Incorporated
"Bioceres, S.A.",CONSEJO NACIONAL DE INVESTIGACIONES CIENTÍFICAS Y TÉCNICAS (CONICET)
"Bioceres, S.A.",UNIVERSIDAD NACIONAL DEL LITORAL
CONSEJO NACIONAL DE INVESTIGACIONES CIENTÍFICAS Y TÉCNICAS (CONICET),UNIVERSIDAD NACIONAL DEL LITORAL
Siemens Aktiengesellschaft,Telefonaktiebolaget LM Ericsson (Publ)
"HRL Laboratories, LLC",Raytheon Systems Limited
BBN Technologies Corporation,Verizon Patent and Licensing Inc.
Palo Alto Research Center Incorporated,"SolFocus, Inc."
ALIGARH MUSLIM UNIVERSITY,Department of Biotechnology
"HITACHI MAXELL, LTD.","Inphase Technologies, Inc."
"Intramedical Imaging, LLC",The General Hospital Corporation
FUTABA CORPORATION,Hamamatsu Photonics K.K.
FUTABA CORPORATION,NIPPON HOSO KYOKAI
FUTABA CORPORATION,Pioneer Corporation
Hamamatsu Photonics K.K.,NIPPON HOSO KYOKAI
Hamamatsu Photonics K.K.,Pioneer Corporation
NIPPON HOSO KYOKAI,Pioneer Corporation
Peter Wolters GmbH,Siltronic AG
"Kitano Seiki Co., Ltd.",Tokyo University of Marine Science and Technology
"Kitano Seiki Co., Ltd.",University of Fukui
Tokyo University of Marine Science and Technology,University of Fukui
CENTRO SVILUPPO MATERIALI S.P.A.,Henkel AG & Co. KGaA
CENTRO SVILUPPO MATERIALI S.P.A.,Thyssenkrupp Acciai Speciali Terni S.p.A.
Henkel AG & Co. KGaA,Thyssenkrupp Acciai Speciali Terni S.p.A.
CALIFORNIA INSTITUTE OF TECHNOLOGY,Stanford University
McGill University,The Hong Kong Polytechnic University
McGill University,University of South Florida
The Hong Kong Polytechnic University,University of South Florida
Montefiore Medical Center,The University of Hartford
"Seiki Juko Co., Ltd.","Seiko Sogyo Co., Ltd."
"Sachem, Inc.",University of South Alabama
CKD Corporation,"Octec, Inc."
Biogemma S.A.S.,The Australian National University
COMMONWEALTH SCIENTIFIC AND INDUSTRIAL RESEARCH ORGANISATION,The Australian National University
"HIROSE ELECTRIC CO., LTD.","JAPAN AVIATION ELECTRONICS INDUSTRY, LIMITED"
"HIROSE ELECTRIC CO., LTD.",NIPPON TELEGRAPH AND TELEPHONE CORPORATION
"JAPAN AVIATION ELECTRONICS INDUSTRY, LIMITED",NIPPON TELEGRAPH AND TELEPHONE CORPORATION
ARIZONA BOARD OF REGENTS FOR AND ON BEHALF OF ARIZONA STATE UNIVERSITY,"NUON, INC."
"Advanced Digital Systems, Inc.","Cardinal Brands, Inc."
INTRINSIC ID B.V.,Massachusetts Institute of Technology
Montana State University,"Phillips Environmental Products, Inc."
Cedars Sinai Medical Center,"HITACHI CHEMICAL COMPANY, LTD."
Cedars Sinai Medical Center,"Hitachi Chemical Research Center, Inc."
IMEC,"SEMILAB Semiconductor Physics Laboratory Co., Ltd."
"KING JIM CO., LTD.",SEIKO EPSON CORPORATION
"Beth Israel Deaconess Medical Center, Inc.",Massachusetts Institute of Technology
"Beth Israel Deaconess Medical Center, Inc.",THE CHILDREN'S HOSPITAL OF PHILADELPHIA
Massachusetts Institute of Technology,THE CHILDREN'S HOSPITAL OF PHILADELPHIA
BAYER HEALTHCARE LLC,PANASONIC HOLDINGS CORPORATION
COMMISSARIAT A L'ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES,Institut National Polytechnique de Grenoble
COMMISSARIAT A L'ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES,UNIVERSITÉ JOSEPH  FOURIER
Institut National Polytechnique de Grenoble,UNIVERSITÉ JOSEPH  FOURIER
"Frito-Lay North America, Inc.","Urschel Laboratories, Inc."
"AISIN AW CO., LTD.",Aishin Kako Kabushiki Kaisha
Aishin Kako Kabushiki Kaisha,TOYOTA JIDOSHA KABUSHIKI KAISHA
"Across Co., Ltd.","HONDA MOTOR CO., LTD."
SAINT-GOBAIN ABRASIFS,"SAINT-GOBAIN ABRASIVES, INC."
Rega Foundation,University College Cardiff Consultants Limited
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,The Industry & Academic Cooperation in Chungnam National University
"NanoBioMagnetics, Inc.",The Board of Regents of the University of Oklahoma
"Shin-Etsu Polymer Co., Ltd.","TOYO TIRE & RUBBER CO., LTD."
"Shin-Etsu Polymer Co., Ltd.","Yamanashi Electronics Co., Ltd."
"Shin-Etsu Polymer Co., Ltd.",ZEON CORPORATION
"TOYO TIRE & RUBBER CO., LTD.","Yamanashi Electronics Co., Ltd."
"TOYO TIRE & RUBBER CO., LTD.",ZEON CORPORATION
"Yamanashi Electronics Co., Ltd.",ZEON CORPORATION
KOBE STEEL LTD.,"KOBELCO RESEARCH INSTITUTE, INC."
UNIVERSITEIT GENT,VIB VZW
GATES UNITTA ASIA COMPANY,"Nissan Motor Co., Ltd."
CALIFORNIA INSTITUTE OF TECHNOLOGY,The Regents of th University of California
Agie Charmilles SA,Charmilles Technology SA
"ONCOMED PHARMACEUTICALS, INC.",THE REGENTS OF THE UNIVERSITY OF MICHIGAN
SONY GROUP CORPORATION,Sony Chemical & Information Corporation
"Erimos Pharmaceuticals, LLC",THE JOHNS HOPKINS UNIVERSITY
"Dainippon Ink and Chemicals, Inc.","KYUSHU UNIVERSITY, NATIONAL UNIVERSITY CORPORATION"
ALBERT EINSTEIN COLLEGE OF MEDICINE OF YESHIVA UNIVERSITY,Industrial Research Limited
"SAMSUNG ELECTRONICS CO., LTD.","Zero Lab Co., Ltd."
"Eagle Pharmaceuticals, Inc.",THE MEDICINES COMPANY
Sara's Wish Foundation,University of Massachusetts
STARROTOR CORPORATION,THE TEXAS A&M UNIVERSITY SYSTEM
Masco Corporation,Masco Corporation of Indiana
"FNP Corp., Ltd.",POSTECH FOUNDATION
BUFFALO INC.,"Buffalo Technology (USA), Inc."
Kabushiki Kaisha Sato Chishiki Zaisan Kenkyusho,SATO CORPORATION
"MNEMONICS, INC.","Pole/Zero Acquisitions, Inc."
Allelogic Biosciences Corporation,"BIOTIUM, INC."
"Keen Personal Media, Inc.","Keen Personal Technologies, Inc."
"FUTURECHEM CO., LTD",THE ASAN FOUNDATION
NATIONAL INSTITUTES OF NATURAL SCIENCES,OXIDE CORPORATION
NATIONAL INSTITUTES OF NATURAL SCIENCES,"RICOH COMPANY, LTD."
OXIDE CORPORATION,"RICOH COMPANY, LTD."
Central Textiles (Hong Kong) Ltd.,The Hong Kong Polytechnic University
"CHLORINE ENGINEERS CORP., LTD.",TOSOH CORPORATION
BIOGEN IDEC MA INC.,NsGene A/S
"HITACHI CHEMICAL COMPANY, LTD.","Sumation Co., Ltd."
ALCOA INC.,KOBE STEEL LTD.
Max-Planck-Gesellschaft zur Föderung der Wissenschaften e.V.,Sony Deutschland GmbH
"DALIAN INSTITUTE OF CHEMICAL PHYSICS, CHINESE ACADEMY OF SCIENCES",GM GLOBAL TECHNOLOGY OPERATIONS LLC
"Momar Industries, LLC",Rexam Closures and Containers Inc.
The Regents of the University of California,University of Central Florida Research Foundation
Alean Rhenalu,Alean Rolled Products Ravenswood LLC
NIPPON STEEL CORPORATION,"NIPPON STEEL ENGINEERING CO., LTD"
Catalytic Distillation Technologies,ExxonMobil Chemical Patents Inc.
Janssen Alzheimer Immunotherapy,"Wyeth, LLC"
Sloan Kettering Institute for Cancer Research,The Trustees of Columbia University in the City of New York
"AISIN AW CO., LTD.","Fuji Electric Device Technology Co., Ltd."
QLT INC.,University of British Columbia
"SANYO ELECTRIC CO., LTD.",SUN Electronic Industries Corp.
"SANYO ELECTRIC CO., LTD.","Shin-Etsu Polymer Co., Ltd."
SUN Electronic Industries Corp.,"Shin-Etsu Polymer Co., Ltd."
CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE,RHODIA CHIMIE
BAUSCH & LOMB INCORPORATED,University of Rochester
DENSO CORPORATION,INTER-UNIVERSITY RESEARCH INSTITUTE COPORATION NATIONAL INSTITUTES OF NATURAL SCIENCES
DENSO CORPORATION,"Nipoon Soken, Inc."
INTER-UNIVERSITY RESEARCH INSTITUTE COPORATION NATIONAL INSTITUTES OF NATURAL SCIENCES,"Nipoon Soken, Inc."
Federal Reserve Bank of Atlanta,Federal Reserve Bank of Cleveland
Federal Reserve Bank of Atlanta,Federal Reserve Bank of Dallas
Federal Reserve Bank of Atlanta,Federal Reserve Bank of Kansas City
Federal Reserve Bank of Cleveland,Federal Reserve Bank of Dallas
Federal Reserve Bank of Cleveland,Federal Reserve Bank of Kansas City
Federal Reserve Bank of Dallas,Federal Reserve Bank of Kansas City
